wine type;fixed acidity;volatile acidity;citric acid;residual sugar;magnesium;flavanoids;minerals;calcium;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
Pinot noir;5.5;0.42;0.09;1.6;39.84719537617315;1231.74;296.1971953761732;256.35;0.019;18.0;68.0;0.9906;3.33;0.51;11.4;7
Pinot noir;6.4;0.26;0.21;7.1;44.1752781595941;743.21;342.45527815959406;298.28;0.04;35.0;162.0;0.9956;3.39;0.58;9.9;6
Chardonnay;6.3;0.25;0.22;3.3;13.600644639040135;960.79;244.9306446390401;231.33;0.048;41.0;161.0;0.99256;3.16;0.5;10.5;6
Chardonnay;6.1;0.26;0.25;2.9;99.96881480199232;1064.87;322.1988148019923;222.23;0.047;289.0;440.0;0.99314;3.44;0.64;10.5;3
Chardonnay;7.7;0.24;0.27;1.8;55.56062830914269;588.22;313.8806283091427;258.32;0.051;52.0;190.0;0.9928;3.23;0.5;10.8;6
Pinot noir;7.5;0.25;0.32;8.2;42.58498851869096;1052.82;136.30498851869095;93.72;0.024;53.0;209.0;0.99563;3.12;0.46;10.8;6
Merlot;9.6;0.21;0.28;1.2;58.6500325229855;887.23;325.1600325229855;266.51;0.038;12.0;53.0;0.9926;2.8;0.46;10.6;5
Cabernet Sauvignon;6.4;0.24;0.26;8.2;89.10690266196252;1127.58;268.20690266196254;179.1;0.054;47.0;182.0;0.99538;3.12;0.5;9.5;5
Chardonnay;7.2;0.29;0.4;7.6;57.49755108991476;1078.76;394.5775510899147;337.08;0.024;56.0;177.0;0.9928;3.04;0.32;11.5;6
Merlot;5.8;0.36;0.5;1.0;76.83887229215284;420.39;261.30887229215284;184.47;0.127;63.0;178.0;0.99212;3.1;0.45;9.7;5
Cabernet Sauvignon;6.9;0.31;0.32;1.2;61.495531939094896;941.46;406.8955319390949;345.4;0.024;20.0;166.0;0.99208;3.05;0.54;9.8;6
Cabernet Sauvignon;7.2;0.21;0.28;2.7;67.3894141493555;1392.45;379.7994141493555;312.41;0.033;38.0;94.0;0.99075;2.99;0.43;11.8;7
Cabernet Sauvignon;6.2;0.35;0.29;3.9;62.95609416439276;924.55;244.3660941643928;181.41;0.041;22.0;79.0;0.99005;3.1;0.59;12.0666666666667;6
Pinot noir;8.3;0.2;0.49;1.7;20.44473301673426;189.07;259.12473301673424;238.68;0.04;34.0;169.0;0.9938;3.05;0.37;10.1;5
Pinot noir;8.0;0.23;0.35;9.2;1.248201377146585;1235.21;283.6582013771466;282.41;0.044;53.0;186.0;0.997;3.09;0.56;9.5;7
Pinot noir;6.5;0.24;0.29;8.2;92.71063021586586;934.25;306.2606302158659;213.55;0.043;32.0;156.0;0.99453;3.13;0.7;10.1;6
Cabernet Sauvignon;5.9;0.46;0.14;2.7;30.88144891847876;592.15;255.9614489184788;225.08;0.042;27.0;160.0;0.9931;3.46;0.51;10.6;7
Pinot noir;7.8;0.42;0.23;8.8;43.346512266218;735.54;311.196512266218;267.85;0.054;42.0;215.0;0.9971;3.02;0.58;9.2;6
Pinot noir;5.9;0.13;0.28;1.9;73.11382108213292;576.5;239.2938210821329;166.18;0.05;20.0;78.0;0.9918;3.43;0.64;10.8;6
Cabernet Sauvignon;11.8;0.23;0.38;11.1;94.85512202258562;811.9;297.1351220225856;202.28;0.034;15.0;123.0;0.9997;2.93;0.55;9.7;3
Chardonnay;7.0;0.44;0.24;12.1;24.82966845082757;1360.76;169.87966845082758;145.05;0.056;68.0;210.0;0.99718;3.05;0.5;9.5;5
Cabernet Sauvignon;6.4;0.15;0.25;7.8;77.72954941637622;709.78;300.3795494163762;222.65;0.05;13.0;68.0;0.99394;3.16;0.4;9.9;6
Pinot noir;5.7;0.15;0.28;3.7;62.85098231497853;1003.78;345.5009823149785;282.65;0.045;57.0;151.0;0.9913;3.22;0.27;11.2;6
Chardonnay;7.7;0.39;0.3;5.2;84.27995605123006;634.22;459.8999560512301;375.62;0.037;29.0;131.0;0.9943;3.38;0.44;11.0;99
Cabernet Sauvignon;6.9;0.39;0.22;4.3;30.206012266479643;935.38;261.94601226647967;231.74;0.03;10.0;102.0;0.993;3.0;0.87;11.6;4
Merlot;6.1;0.24;0.3;1.5;94.95215092137052;797.55;377.0421509213705;282.09;0.045;22.0;61.0;0.992;3.31;0.54;10.4;5
Cabernet Sauvignon;8.1;0.31;0.24;1.6;15.224851918682436;1247.29;316.7148519186824;301.49;0.032;10.0;67.0;0.9924;3.08;0.47;10.5;5
Merlot;6.1;0.21;0.19;1.4;28.19934137435275;1084.19;273.63934137435274;245.44;0.046;51.0;131.0;0.99184;3.22;0.39;10.5;5
Chardonnay;6.2;0.36;0.38;3.2;34.29338650656616;554.43;231.9333865065661;197.64;0.031;20.0;89.0;0.98956;3.06;0.33;12.0;7
Merlot;6.4;0.34;0.44;8.2;36.922386958155215;1258.98;173.1523869581552;136.23;0.043;54.0;201.0;0.99551;3.18;0.48;9.5;5
Pinot noir;7.4;0.27;0.48;1.1;75.03020409983368;286.78;191.3802040998337;116.35;0.047;17.0;132.0;0.9914;3.19;0.49;11.6;6
Chardonnay;6.4;0.27;0.49;7.3;59.74890508730862;573.94;278.3789050873086;218.63;0.046;53.0;206.0;0.9956;3.24;0.43;9.2;6
Merlot;5.9;0.31;0.3;7.7;87.49562167807238;636.09;411.8856216780724;324.39;0.047;60.0;206.0;0.995;3.2;0.39;9.6;6
Cabernet Sauvignon;5.1;0.33;0.22;1.6;49.6056717185675;511.67;341.6356717185675;292.03;0.027;18.0;89.0;0.9893;3.51;0.38;12.5;7
Chardonnay;6.9;0.42;0.2;15.4;75.37430313182628;858.68;175.0243031318263;99.65;0.043;57.0;201.0;0.99848;3.08;0.54;9.4;5
Chardonnay;8.2;0.23;0.4;7.5;17.38546389826886;1052.26;256.30546389826884;238.92;0.049;12.0;76.0;0.9966;3.06;0.84;9.7;6
Merlot;5.5;0.375;0.38;1.7;21.895687961271623;818.3;371.5356879612716;349.64;0.036;17.0;98.0;0.99142;3.29;0.39;10.5;6
Merlot;7.3;0.33;0.22;1.4;68.5155203703787;1026.63;279.5655203703787;211.05;0.041;40.0;177.0;0.99287;3.14;0.48;9.9;5
Pinot noir;5.7;0.25;0.27;10.8;68.73013576064349;1513.07;338.42013576064346;269.69;0.05;58.0;116.0;0.99592;3.1;0.5;9.8;6
Cabernet Sauvignon;6.7;0.11;0.34;8.8;16.099684119247783;961.18;206.7296841192478;190.63;0.043;41.0;113.0;0.9962;3.42;0.4;9.3;7
Pinot noir;6.8;0.37;0.47;11.2;61.134015821980505;1099.52;329.15401582198047;268.02;0.071;44.0;136.0;0.9968;2.98;0.88;9.2;5
Merlot;7.5;0.23;0.32;9.2;97.09788473504774;885.25;256.43788473504776;159.34;0.038;54.0;191.0;0.9966;3.04;0.56;9.7;6
Cabernet Sauvignon;7.8;0.2;0.2;1.4;30.891709040339133;699.74;364.4817090403391;333.59;0.036;25.0;83.0;0.99088;3.03;0.46;11.7;6
Cabernet Sauvignon;6.9;0.2;0.28;1.2;42.40744168700339;877.07;324.79744168700336;282.39;0.048;36.0;159.0;0.9936;3.19;0.43;9.1;6
Pinot noir;8.0;0.25;0.35;1.1;98.5009647987269;872.97;370.0509647987269;271.55;0.054;13.0;136.0;0.99366;3.08;0.55;9.5;5
Cabernet Sauvignon;7.5;0.28;0.33;7.7;66.54267876662237;754.08;84.00267876662238;17.46;0.048;42.0;180.0;0.9974;3.37;0.59;10.1;6
Gamay;6.8;0.28;0.36;1.6;4.60388331156496;881.61;256.08388331156493;251.48;0.04;25.0;87.0;0.9924;3.23;0.66;10.3;2
Cabernet Sauvignon;7.4;0.16;0.33;1.2;5.168000207640655;1519.55;267.6480002076407;262.48;0.042;47.0;121.0;0.99198;3.04;0.68;10.5;7
Chardonnay;5.6;0.18;0.58;1.25;99.18207057052524;776.62;445.5120705705252;346.33;0.034;29.0;129.0;0.98984;3.51;0.6;12.0;7
Merlot;7.1;0.21;0.27;8.6;74.55343744031026;1474.19;311.28343744031025;236.73;0.056;26.0;111.0;0.9956;2.95;0.52;9.5;5
Chardonnay;6.7;0.39;0.31;2.7;87.6880582015189;855.1;268.0680582015189;180.38;0.054;27.0;202.0;0.9948;3.46;0.57;10.5;6
Pinot noir;6.8;0.29;0.49;1.4;94.05107800916498;1223.34;300.21107800916496;206.16;0.142;52.0;148.0;0.9937;3.08;0.49;9.0;6
Pinot noir;8.1;0.28;0.39;1.9;85.40129975471177;1025.28;283.28129975471177;197.88;0.029;18.0;79.0;0.9923;3.23;0.52;11.8;6
Pinot noir;8.0;0.28;0.42;7.1;65.68958399950672;962.76;262.4195839995067;196.73;0.045;41.0;169.0;0.9959;3.17;0.43;10.6;5
Merlot;6.0;0.26;0.32;3.8;41.12826960719136;703.83;343.4782696071913;302.35;0.029;48.0;180.0;0.99011;3.15;0.34;12.0;99
Merlot;7.2;0.24;0.29;2.2;30.07743351427924;827.45;161.47743351427926;131.4;0.037;37.0;102.0;0.992;3.27;0.64;11.0;7
Pinot noir;6.9;0.21;0.62;6.3;57.31485436998397;1553.09;268.75485436998395;211.44;0.042;7.0;109.0;0.99358;2.96;0.59;10.2;6
Chardonnay;6.5;0.25;0.45;7.8;19.225896324491863;1222.29;242.72589632449183;223.5;0.048;52.0;188.0;0.99576;3.2;0.53;9.1;5
Merlot;7.0;0.16;0.32;8.3;84.35887883477825;863.19;322.76887883477826;238.41;0.045;38.0;126.0;0.9958;3.21;0.34;9.2;5
Pinot noir;5.9;0.22;0.38;1.3;48.990380479907735;564.42;321.78038047990776;272.79;0.046;24.0;90.0;0.99232;3.2;0.47;10.0;6
Chardonnay;7.4;0.16;0.27;15.5;8.009694129502808;1253.12;181.1196941295028;173.11;0.05;25.0;135.0;0.9984;2.9;0.43;8.7;7
Merlot;5.1;0.29;0.28;8.3;2.914486587507114;1102.57;293.7544865875071;290.84;0.026;27.0;107.0;0.99308;3.36;0.37;11.0;6
Pinot noir;4.7;0.145;0.29;1.0;95.18205457873052;723.98;324.6520545787305;229.47;0.042;35.0;90.0;0.9908;3.76;0.49;11.3;6
Merlot;6.2;0.35;0.03;1.2;90.08034364113296;937.64;306.7903436411329;216.71;0.064;29.0;120.0;0.9934;3.22;0.54;9.1;5
Pinot noir;7.3;0.27;0.3;1.3;91.5263114979276;1100.04;401.6263114979277;310.1;0.04;26.0;84.0;0.99222;3.28;0.53;10.7;6
Cabernet Sauvignon;6.2;0.25;0.38;7.9;53.44712813026899;665.84;252.907128130269;199.46;0.045;54.0;208.0;0.99572;3.17;0.46;9.1;5
Merlot;5.6;0.18;0.29;2.3;20.06378387915649;609.07;204.95378387915648;184.89;0.04;5.0;47.0;0.99126;3.07;0.45;10.1;4
Cabernet Sauvignon;6.4;0.18;0.74;11.9;0.5343569561350847;832.05;158.10435695613506;157.57;0.046;54.0;168.0;0.9978;3.58;0.68;10.1;5
Chardonnay;7.1;0.28;0.19;7.8;86.29007354685086;963.7;355.88007354685084;269.59;0.04;48.0;184.0;0.99579;3.16;0.5;9.4;5
Pinot noir;6.8;0.18;0.3;12.8;85.1318255084003;786.46;379.5318255084003;294.4;0.062;19.0;171.0;0.99808;3.0;0.52;9.0;7
Chardonnay;7.8;0.27;0.33;2.4;21.77617986437565;499.64;279.71617986437565;257.94;0.053;36.0;175.0;0.992;3.2;0.55;11.0;6
Cabernet Sauvignon;6.2;0.32;0.12;4.8;60.46237175780951;1089.19;103.60237175780952;43.14;0.054;6.0;97.0;0.99424;3.16;0.5;9.3;5
Cabernet Sauvignon;8.1;0.5;0.47;1.1;60.36983801443645;1458.4;334.78983801443644;274.42;0.037;23.0;126.0;0.9938;3.21;0.42;10.9;5
Merlot;7.0;0.39;0.21;10.7;51.46087820937861;608.61;314.4108782093786;262.95;0.098;13.0;91.0;0.99657;3.03;0.47;9.3;5
Cabernet Sauvignon;5.0;0.27;0.32;4.5;43.19573697130957;991.54;338.18573697130955;294.99;0.032;58.0;178.0;0.98956;3.45;0.31;12.6;7
Pinot noir;7.0;0.29;0.37;4.9;72.95540973842535;1002.73;366.22540973842536;293.27;0.034;26.0;127.0;0.9928;3.17;0.44;10.8;6
Merlot;7.8;0.4;0.26;9.5;32.159607782631404;1083.71;243.23960778263145;211.08;0.059;32.0;178.0;0.9955;3.04;0.43;10.9;6
Cabernet Sauvignon;7.5;0.25;0.47;4.1;45.132210088405145;542.53;262.2922100884051;217.16;0.041;95.0;163.0;0.99184;2.92;0.59;11.3;6
Cabernet Sauvignon;6.3;0.18;0.36;1.2;42.33541458147479;615.24;285.6054145814748;243.27;0.034;26.0;111.0;0.99074;3.16;0.51;11.0;6
Cabernet Sauvignon;7.1;0.37;0.32;1.4;77.27869538306469;682.27;412.9286953830647;335.65;0.037;27.0;126.0;0.9918;3.19;0.62;12.0;5
Pinot noir;6.9;0.3;0.36;4.5;11.933391001735805;1204.2;253.8633910017358;241.93;0.054;31.0;203.0;0.99513;3.4;0.57;10.4;4
Chardonnay;7.0;0.21;0.28;7.5;99.6510091851879;1217.9;325.1410091851879;225.49;0.07;45.0;185.0;0.9966;3.34;0.55;9.4;5
Chardonnay;7.5;0.2;0.47;16.9;36.44170364007413;1137.27;240.68170364007412;204.24;0.052;51.0;188.0;0.99944;3.09;0.62;9.3;5
Cabernet Sauvignon;8.0;0.18;0.37;1.3;56.09944297628002;1121.67;351.67944297628003;295.58;0.04;15.0;96.0;0.9912;3.06;0.61;12.1;6
Chardonnay;8.3;0.25;0.49;16.8;88.45643833111613;1191.89;381.90643833111614;293.45;0.048;50.0;228.0;1.0001;3.03;0.52;9.2;6
Merlot;6.7;0.22;0.37;1.6;97.09232622811405;750.27;439.232326228114;342.14;0.028;24.0;102.0;0.9913;3.29;0.59;11.6;7
Merlot;7.2;0.18;0.31;1.1;89.77881983000971;1098.54;257.7488198300097;167.97;0.045;20.0;73.0;0.9925;3.32;0.4;10.8;7
Merlot;6.3;0.3;0.19;7.7;54.81802065958132;650.17;289.4880206595813;234.67;0.049;47.0;184.0;0.99514;3.22;0.48;9.5;5
Chardonnay;7.1;0.18;0.36;1.4;27.33627397161501;734.69;278.286273971615;250.95;0.043;31.0;87.0;0.9898;3.26;0.37;12.7;7
Merlot;7.7;0.3;0.42;14.3;12.149925685520236;1383.19;347.09992568552025;334.95;0.045;45.0;213.0;0.9991;3.18;0.63;9.2;5
Cabernet Sauvignon;6.3;0.25;0.53;1.8;97.7185369955276;933.96;417.9785369955276;320.26;0.021;41.0;101.0;0.989315;3.19;0.31;13.0;6
Merlot;6.1;0.25;0.28;10.0;66.10373794035918;1087.96;275.2137379403592;209.11;0.055;56.0;131.0;0.994;3.22;0.35;10.9;6
Pinot noir;6.4;0.38;0.26;8.2;68.3527876771613;1030.69;267.9127876771613;199.56;0.043;28.0;98.0;0.99234;2.99;0.31;11.4;6
Pinot noir;8.3;0.4;0.38;1.1;18.58248177788634;1136.11;200.64248177788636;182.06;0.038;15.0;75.0;0.9934;3.03;0.43;9.2;5
Cabernet Sauvignon;6.2;0.12;0.34;1.5;1.62538355802192;973.98;275.1253835580219;273.5;0.045;43.0;117.0;0.9939;3.42;0.51;9.0;6
Cabernet Sauvignon;6.9;0.31;0.32;1.6;63.27382643376313;663.11;330.64382643376314;267.37;0.036;34.0;114.0;0.99068;3.19;0.45;11.4;7
Chardonnay;6.4;0.28;0.29;1.6;82.79938685378707;827.53;417.2793868537871;334.48;0.052;34.0;127.0;0.9929;3.48;0.56;10.5;7
Pinot noir;7.9;0.22;0.38;8.0;97.33605734688604;1323.14;229.7460573468861;132.41;0.043;46.0;152.0;0.9934;3.12;0.32;11.5;7
Chardonnay;9.2;0.35;0.39;0.9;87.0904856235543;701.54;241.3404856235543;154.25;0.042;15.0;61.0;0.9924;2.96;0.28;10.4;4
Cabernet Sauvignon;7.2;0.15;0.38;1.2;81.58657061813825;735.99;262.81657061813826;181.23;0.038;18.0;110.0;0.9917;3.19;0.43;11.1;6
Cabernet Sauvignon;6.1;0.36;0.27;2.1;22.68127395271944;799.26;230.04127395271945;207.36;0.035;16.0;100.0;0.9917;3.4;0.71;11.5;7
Pinot noir;6.9;0.27;0.25;7.5;45.638351234185656;1187.4;255.11835123418564;209.48;0.03;18.0;117.0;0.99116;3.09;0.38;13.0;6
Chardonnay;7.8;0.3;0.29;16.85;3.0806098007328364;507.91;121.87060980073284;118.79;0.054;23.0;135.0;0.9998;3.16;0.38;9.0;6
Merlot;7.8;0.29;0.22;9.5;30.18896256110064;750.16;291.05896256110066;260.87;0.056;44.0;213.0;0.99715;3.08;0.61;9.3;6
Merlot;6.6;0.27;0.52;8.1;6.132031168132279;903.03;185.33203116813223;179.2;0.044;53.0;202.0;0.99548;3.18;0.48;9.5;5
Chardonnay;6.3;0.28;0.24;8.45;37.682968305865614;1076.93;211.2529683058656;173.57;0.031;32.0;172.0;0.9958;3.39;0.57;9.7;7
Pinot noir;6.3;0.41;0.33;4.7;28.92186291992497;916.58;231.61186291992496;202.69;0.023;28.0;110.0;0.991;3.3;0.38;12.5;7
Pinot noir;7.2;0.33;0.28;1.4;2.839219159532269;623.7;233.38921915953227;230.55;0.034;26.0;109.0;0.99246;3.28;0.57;10.6;6
Cabernet Sauvignon;7.1;0.32;0.24;13.1;28.401457265174056;522.03;355.08145726517404;326.68;0.05;52.0;204.0;0.998;3.1;0.49;8.8;5
Cabernet Sauvignon;6.1;0.36;0.26;8.15;34.81421408498675;1136.95;357.7942140849868;322.98;0.035;14.0;88.0;0.99031;3.06;0.27;13.0;7
Gamay;6.8;0.23;0.31;2.8;56.77137235873436;778.31;287.5213723587344;230.75;0.047;40.0;122.0;0.99126;3.06;0.64;10.9;2
Merlot;7.5;0.22;0.32;2.4;93.10407449216096;1025.69;257.9140744921609;164.81;0.045;29.0;100.0;0.99135;3.08;0.6;11.3;7
Chardonnay;6.5;0.43;0.28;11.25;49.2581685562427;1039.76;197.8881685562427;148.63;0.032;31.0;87.0;0.9922;3.02;0.38;12.4;6
Merlot;5.7;0.26;0.27;4.1;57.60241150431435;1350.56;385.21241150431433;327.61;0.201;73.5;189.5;0.9942;3.27;0.38;9.4;6
Chardonnay;6.5;0.08;0.33;1.9;37.175119968958136;1475.93;207.5251199689581;170.35;0.028;23.0;93.0;0.991;3.34;0.7;12.0;7
Merlot;6.4;0.25;0.32;0.9;5.494648318367834;859.63;292.1146483183678;286.62;0.034;40.0;114.0;0.99114;3.31;0.58;10.8;7
Chardonnay;7.3;0.13;0.31;2.3;35.49705775856166;989.75;248.8970577585617;213.4;0.054;22.0;104.0;0.9924;3.24;0.92;11.5;7
Pinot noir;6.8;0.25;0.29;2.0;72.4741367742792;889.92;179.7541367742792;107.28;0.042;19.0;189.0;0.9952;3.46;0.54;10.2;6
Cabernet Sauvignon;6.6;0.4;0.3;5.3;17.53735599024563;429.91;301.3273559902457;283.79;0.038;20.0;125.0;0.99204;3.36;0.73;12.6;6
Cabernet Sauvignon;6.3;0.29;0.29;3.3;6.381753827682013;1325.37;269.391753827682;263.01;0.037;32.0;140.0;0.9895;3.17;0.36;12.8;7
Cabernet Sauvignon;5.8;0.33;0.2;16.05;42.181209633266825;779.96;160.00120963326682;117.82;0.047;26.0;166.0;0.9976;3.09;0.46;8.9;5
Pinot noir;9.2;0.25;0.34;1.2;32.87705194224034;889.14;360.5770519422404;327.7;0.026;31.0;93.0;0.9916;2.93;0.37;11.3;7
Cabernet Sauvignon;6.1;0.25;0.48;15.8;90.5493320314908;1179.84;447.8893320314908;357.34;0.052;25.0;94.0;0.99782;3.07;0.45;9.2;6
Merlot;7.3;0.32;0.35;1.4;54.36069003102549;749.05;305.6006900310255;251.24;0.05;8.0;163.0;0.99244;3.24;0.42;10.7;5
Cabernet Sauvignon;6.4;0.34;0.23;6.3;97.34292232211622;654.24;325.2629223221162;227.92;0.039;37.0;143.0;0.9944;3.19;0.65;10.0;6
Cabernet Sauvignon;8.3;0.49;0.43;2.5;53.84671564087008;724.56;223.1467156408701;169.3;0.036;32.0;116.0;0.9944;3.23;0.47;10.7;6
Pinot noir;7.6;0.28;0.49;20.15;48.51895183785872;673.03;158.61895183785873;110.1;0.06;30.0;145.0;1.00196;3.01;0.44;8.5;5
Pinot noir;6.0;0.16;0.3;6.7;30.060845785896174;889.99;301.4108457858962;271.35;0.043;43.0;153.0;0.9951;3.63;0.46;10.6;5
Cabernet Sauvignon;6.3;0.33;0.2;5.8;4.937804724166616;968.58;286.3378047241666;281.4;0.04;24.0;144.0;0.99425;3.15;0.63;9.9;5
Chardonnay;6.1;0.34;0.31;12.0;1.2728427268856255;767.21;189.5328427268856;188.26;0.053;46.0;238.0;0.9977;3.16;0.48;8.6;5
Cabernet Sauvignon;6.6;0.42;0.33;2.8;68.04578788028162;1019.88;357.0057878802816;288.96;0.034;15.0;85.0;0.99;3.28;0.51;13.4;6
Cabernet Sauvignon;6.9;0.2;0.37;6.2;14.440002047532152;300.78;259.5600020475322;245.12;0.027;24.0;97.0;0.992;3.38;0.49;12.2;7
Merlot;9.1;0.28;0.49;2.0;51.28058356135088;911.6;356.4405835613509;305.16;0.059;10.0;112.0;0.9958;3.15;0.46;10.1;5
Pinot noir;6.4;0.32;0.26;7.9;83.49503887418382;1014.47;367.3150388741838;283.82;0.05;53.0;180.0;0.99514;3.14;0.5;9.6;5
Cabernet Sauvignon;6.7;0.42;0.39;12.1;57.354438359215;116.23;255.544438359215;198.19;0.04;61.0;248.0;0.99794;3.31;0.58;9.7;5
Pinot noir;6.5;0.31;0.14;7.5;16.974303958826365;1523.83;190.1243039588264;173.15;0.044;34.0;133.0;0.9955;3.22;0.5;9.5;5
Cabernet Sauvignon;6.3;0.4;0.32;10.6;43.27307407514815;1110.19;219.1230740751481;175.85;0.049;38.0;209.0;0.9981;3.47;0.59;9.3;6
Pinot noir;6.4;0.4;0.25;4.2;72.59508784555985;817.48;297.97508784555987;225.38;0.032;15.0;91.0;0.98988;3.26;0.52;13.1;6
Chardonnay;6.3;0.33;0.42;17.2;76.30305108085955;434.28;349.66305108085953;273.36;0.037;57.0;170.0;0.99884;3.26;0.57;9.4;6
Merlot;6.8;0.37;0.28;1.9;87.91885752348237;489.71;325.1488575234824;237.23;0.024;64.0;106.0;0.98993;3.45;0.6;12.6;8
Merlot;6.7;0.24;0.33;12.3;7.650669287094081;833.76;413.6606692870941;406.01;0.046;31.0;145.0;0.9983;3.36;0.4;9.5;99
Merlot;5.9;0.48;0.3;1.5;10.074676167097474;720.06;197.11467616709743;187.04;0.037;19.0;78.0;0.99057;3.47;0.42;11.9;7
Merlot;7.2;0.21;0.36;15.7;64.05966986960277;879.28;258.1696698696028;194.11;0.045;68.0;183.0;0.99922;3.25;0.76;9.4;5
Chardonnay;8.3;0.49;0.23;6.65;10.626191730515789;718.66;188.5261917305158;177.9;0.034;6.0;158.0;0.99344;3.05;0.48;11.2;5
Pinot noir;6.7;0.31;0.31;9.9;84.53160371582543;1373.87;317.8716037158254;233.34;0.04;10.0;175.0;0.9953;3.46;0.55;11.4;99
Cabernet Sauvignon;6.0;0.32;0.3;1.3;30.854338072052123;776.1;352.58433807205216;321.73;0.025;18.0;112.0;0.98802;3.07;0.64;13.3;7
Cabernet Sauvignon;9.8;0.36;0.46;10.5;18.686019205361205;931.02;123.6960192053612;105.01;0.038;4.0;83.0;0.9956;2.89;0.3;10.1;4
Pinot noir;5.2;0.25;0.23;1.4;71.31252148669157;723.41;267.36252148669155;196.05;0.047;20.0;77.0;0.99001;3.32;0.62;11.4;5
Merlot;7.3;0.32;0.29;1.5;93.59468654711772;939.78;298.00468654711773;204.41;0.038;32.0;144.0;0.99296;3.2;0.55;10.8;5
Chardonnay;7.0;0.21;0.42;5.3;40.98863296061932;727.23;132.08863296061932;91.1;0.037;36.0;123.0;0.99321;3.14;0.52;10.9;6
Chardonnay;7.9;0.64;0.46;10.6;14.060341886581307;602.25;218.36034188658127;204.3;0.244;33.0;227.0;0.9983;2.87;0.74;9.1;3
Chardonnay;6.7;0.17;0.27;1.4;96.97606100305822;1446.6;356.82606100305827;259.85;0.032;39.0;149.0;0.99254;3.4;0.52;10.5;5
Pinot noir;7.0;0.32;0.27;7.1;25.68804049077842;863.83;240.78804049077843;215.1;0.027;37.0;122.0;0.99165;3.15;0.6;12.6;7
Chardonnay;6.7;0.29;0.49;4.7;75.65148740808242;801.43;215.5714874080824;139.92;0.034;35.0;156.0;0.9945;3.13;0.45;9.9;6
Chardonnay;7.0;0.29;0.33;0.9;56.2665762771247;1038.54;410.6865762771247;354.42;0.041;20.0;117.0;0.99048;3.21;0.5;11.4;5
Cabernet Sauvignon;5.5;0.315;0.38;2.6;90.88580935220416;542.47;247.26580935220412;156.38;0.033;10.0;69.0;0.9909;3.12;0.59;10.8;6
Chardonnay;6.6;0.33;0.24;16.05;19.955263060620357;1102.53;131.82526306062036;111.87;0.045;31.0;147.0;0.99822;3.08;0.52;9.2;5
Cabernet Sauvignon;5.9;0.17;0.29;3.1;55.85170111902473;760.43;291.63170111902474;235.78;0.03;32.0;123.0;0.98913;3.41;0.33;13.7;7
Merlot;6.9;0.22;0.31;6.3;48.050308314705084;879.34;257.1003083147051;209.05;0.029;41.0;131.0;0.99326;3.08;0.49;10.8;6
Merlot;6.7;0.23;0.33;8.1;99.02830026667392;626.24;395.1383002666739;296.11;0.048;45.0;176.0;0.99472;3.11;0.52;10.1;6
Cabernet Sauvignon;7.1;0.39;0.39;11.1;55.30072840359688;840.06;319.96072840359693;264.66;0.034;25.0;204.0;0.99616;3.05;0.52;10.0;6
Chardonnay;7.0;0.3;0.27;1.5;79.773818885863;847.26;351.963818885863;272.19;0.076;24.0;145.0;0.99344;3.1;0.52;10.1;5
Merlot;8.8;0.36;0.44;1.9;61.058758218306295;1021.01;331.4387582183063;270.38;0.04;9.0;121.0;0.9953;3.19;0.48;9.9;6
Merlot;4.7;0.67;0.09;1.0;96.62760598007584;988.96;327.84760598007585;231.22;0.02;5.0;9.0;0.98722;3.3;0.34;13.6;5
Pinot noir;9.9;1.005;0.46;1.4;3.1996757664848774;1062.98;224.36967576648487;221.17;0.046;34.0;185.0;0.9966;3.02;0.49;10.2;4
Pinot noir;7.2;0.23;0.46;6.4;49.40471380536733;1277.35;239.46471380536727;190.06;0.036;17.0;85.0;0.99279;3.1;0.78;11.7;6
Pinot noir;5.9;0.32;0.39;3.3;29.515741666913385;1377.27;234.9457416669134;205.43;0.114;24.0;140.0;0.9934;3.09;0.45;9.2;6
Chardonnay;6.5;0.19;0.3;0.8;13.947691181253308;740.05;315.4776911812533;301.53;0.043;33.0;144.0;0.9936;3.42;0.39;9.1;6
Merlot;6.4;0.33;0.44;8.9;88.52308223835675;889.5;387.0330822383568;298.51;0.055;52.0;164.0;0.99488;3.1;0.48;9.6;5
Pinot noir;6.5;0.32;0.12;11.5;18.258917959010105;701.89;279.1789179590101;260.92;0.033;35.0;165.0;0.9974;3.22;0.32;9.0;5
Pinot noir;6.5;0.34;0.28;1.8;59.89858267117523;735.21;139.3585826711752;79.46;0.041;43.0;188.0;0.9928;3.13;0.37;9.6;6
Merlot;6.3;0.27;0.46;11.75;39.381910211192206;1054.27;285.6519102111922;246.27;0.037;61.0;212.0;0.9971;3.25;0.53;9.5;6
Merlot;6.8;0.23;0.29;12.2;1.206572738806988;1345.88;259.746572738807;258.54;0.035;38.0;236.0;0.9976;3.35;0.52;9.8;6
Chardonnay;6.6;0.25;0.51;8.0;40.422512719250335;243.99;312.53251271925035;272.11;0.047;61.0;189.0;0.99604;3.22;0.49;9.2;5
Chardonnay;7.6;0.33;0.41;13.7;0.3689068489394098;1215.95;187.7589068489394;187.39;0.045;44.0;197.0;0.9989;3.18;0.64;9.1;5
